
j' [ʒ]
ponction [pôksjô]
ponctualité [pôktɥalite]
ponctuation [pôktɥasjô]
ponctuellement [pôktɥɛlmâ]
ponctuel [pôktɥɛl]
ponctuer [pôktɥe]
pondération [pôdeʁasjô]
pondérer [pôdeʁe]
pondre [pôdʁ]
pontife [pôtif]
pontifical [pôtifikal]
pontificat [pôtifika]
ponton [pôtô]
pont [pô]
pool [pul]
pope [pɔp]
po [po]
pop [pɔp]
populace [pɔpylas]
populaire [pɔpylɛʁ]
populariser [pɔpylaʁize]
popularité [pɔpylaʁite]
population [pɔpylasjô]
populeux [pɔpylø]
populisme [pɔpylism]
populiste [pɔpylist]
populo [pɔpylo]
porcelaine [pɔʁsəlɛn]
porche [pɔʁʃ]
porc [pɔʁ]
pore [pɔʁ]
poreux [pɔʁø]
pornographie [pɔʁnɔɡʁafi]
porosité [pɔʁozite]
porphyre [pɔʁfiʁ]
porque [pɔʁk]
portable [pɔʁtabl]
portage [pɔʁtaʒ]
portail [pɔʁtaj]
portant [pɔʁtâ]
portatif [pɔʁtatif]
portefaix [pɔʁtəfɛ]
portefeuille [pɔʁtəfœj]
porte [pɔʁt]
porter [pɔʁte]
porteur [pɔʁtœʁ]
portier [pɔʁtje]
portion [pɔʁsjô]
portique [pɔʁtik]
porto [pɔʁto]
port [pɔʁ]
portrait [pɔʁtʁɛ]
portuaire [pɔʁtɥɛʁ]
portugais [pɔʁtyɡɛ]
posément [pozemâ]
pose [poz]
poser [poze]
positif [pozitif]
positionnement [pozisjɔnmâ]
positionner [pozisjɔne]
position [pozisjô]
positivement [pozitivmâ]
positiver [pozitive]
positivisme [pozitivism]
positiviste [pozitivist]
positivité [pozitivite]
posologie [pozɔlɔʒi]
possédant [pɔsedâ]
possédé [pɔsede]
posséder [pɔsede]
possesseur [pɔsesœʁ]
possessif [pɔsesif]
possession [pɔsesjô]
possessoire [pɔseswaʁ]
possibilité [pɔsibilite]
possible [pɔsibl]
postal [pɔstal]
poste [pɔst]
postérieurement [pɔsteʁjœʁmâ]
postérieur [pɔsteʁjœʁ]
posteriori [pɔstəʁjɔʁi]
postérité [pɔsteʁite]
poster [pɔste]
postface [pɔstfas]
posthume [pɔstym]
postillon [pɔstijô]
postmoderne [pɔstmɔdɛʁn]
postopératoire [pɔstɔpeʁatwaʁ]
postulant [pɔstylâ]
postulat [pɔstyla]
postuler [pɔstyle]
posture [pɔstyʁ]
potable [pɔtabl]
potage [pɔtaʒ]
potager [pɔtaʒe]
potasse [pɔtas]
potasser [pɔtase]
potassique [pɔtasik]
potassium [pɔtasjɔm]
poteau [pɔto]
potence [pɔtâs]
potentat [pɔtâta]
potentialité [pɔtâsjalite]
potentiellement [pɔtâsjɛlmâ]
potentiel [pɔtâsjɛl]
poterie [pɔtʁi]
poterne [pɔtɛʁn]
poter [pɔte]
potier [pɔtje]
potion [posjô,pɔsjô]
pot [po]
poubelle [pubɛl]
pouce [pus]
poudingue [pudêɡ]
poudre [pudʁ]
poudrer [pudʁe]
poudreux [pudʁø]
poudrière [pudʁijɛʁ]
pouf [puf]
poulailler [pulaje]
poulain [pulê]
poule [pul]
poulet [pulɛ]
poulie [puli]
pouls [pu]
poumon [pumô]
poupée [pupe]
poupe [pup]
pou [pu]
pourboire [puʁbwaʁ]
pourcentage [puʁsâtaʒ]
pourparler [puʁpaʁle]
pourpoint [puʁpwê]
pourpre [puʁpʁ]
pourprer [puʁpʁe]
pour [puʁ]
pourquoi [puʁkwa]
pourrir [puʁiʁ]
pourriture [puʁityʁ]
poursuite [puʁsɥit]
poursuivant [puʁsɥivâ]
poursuivre [puʁsɥivʁ]
pourtant [puʁtâ]
pourtour [puʁtuʁ]
pourvoi [puʁvwa]
pourvoir [puʁvwaʁ]
pourvoyeur [puʁvwajœʁ]
pourvu [puʁvy]
pousse [pus]
pousser [puse]
poussière [pusjɛʁ]
poussiéreux [pusjeʁø]
poussin [pusê]
poutrelle [putʁɛl]
poutre [putʁ]
pouvoir [puvwaʁ]
pragmatique [pʁaɡmatik]
pragmatisme [pʁaɡmatism]
prairial [pʁɛʁjal]
prairie [pʁeʁi]
praticable [pʁatikabl]
praticien [pʁatisjê]
pratiquant [pʁatikâ]
pratiquement [pʁatikmâ]
pratique [pʁatik]
pratiquer [pʁatike]
praxis [pʁaksis]
préalablement [pʁealabləmâ]
préalable [pʁealabl]
préambule [pʁeâbyl]
préau [pʁeo]
préavis [pʁeavi]
prébende [pʁebâd]
précaire [pʁekɛʁ]
précarité [pʁekaʁite]
précaution [pʁekosjô]
précédemment [pʁesedamâ]
précédent [pʁesedâ]
précéder [pʁesede]
précepte [pʁesɛpt]
précepteur [pʁesɛptœʁ]
précession [pʁesesjô]
prêche [pʁɛʃ]
prêcher [pʁeʃe]
prêcheur [pʁɛʃœʁ]
précieusement [pʁesjøzmâ]
précieux [pʁesjø]
préciosité [pʁesjozite]
précipice [pʁesipis]
précipitamment [pʁesipitamâ]
précipitation [pʁesipitasjô]
précipité [pʁesipite]
précipiter [pʁesipite]
préciput [pʁesipy,pʁesipyt]
précisément [pʁesizemâ]
préciser [pʁesize]
précision [pʁesizjô]
précis [pʁesi]
précité [pʁesite]
précocement [pʁekɔsmâ]
précoce [pʁekɔs]
précocité [pʁekɔsite]
préconçu [pʁekôsy]
préconiser [pʁekɔnize]
précurseur [pʁekyʁsœʁ]
prédateur [pʁedatœʁ]
prédécesseur [pʁedesesœʁ]
prédestination [pʁedɛstinasjô]
prédestiner [pʁedɛstine]
prédicateur [pʁedikatœʁ]
prédicatif [pʁedikatif]
prédication [pʁedikasjô]
prédicat [pʁedika]
prédiction [pʁediksjô]
prédilection [pʁedilɛksjô]
prédire [pʁediʁ]
prédisposition [pʁedispozisjô]
prédominance [pʁedɔminâs]
prédominant [pʁedɔminâ]
prédominer [pʁedɔmine]
prééminence [pʁeeminâs]
préemption [pʁeâpsjô]
préétablir [pʁeetabliʁ]
préexistant [pʁeɛɡzistâ]
préexistence [pʁeɛɡzistâs]
préexister [pʁeɛɡziste]
préface [pʁefas]
préfacer [pʁefase]
préfectoral [pʁefɛktɔʁal]
préfecture [pʁefɛktyʁ]
préférablement [pʁefeʁabləmâ]
préférable [pʁefeʁabl]
préférence [pʁefeʁâs]
préférentiellement [pʁefeʁâsjɛlmâ]
préférentiel [pʁefeʁâsjɛl]
préférer [pʁefeʁe]
préfet [pʁefɛ]
préfiguration [pʁefiɡyʁasjô]
préfigurer [pʁefiɡyʁe]
préfixe [pʁefiks]
prégnance [pʁeɲâs]
préhension [pʁeâsjô]
préhistoire [pʁeistwaʁ]
préhistorique [pʁeistɔʁik]
préjudice [pʁeʒydis]
préjudiciable [pʁeʒydisjabl]
préjudiciel [pʁeʒydisjɛl]
préjudicier [pʁeʒydisje]
préjugé [pʁeʒyʒe]
préjuger [pʁeʒyʒe]
prélat [pʁela]
prélèvement [pʁelɛvmâ]
prélever [pʁelve]
préliminaire [pʁeliminɛʁ]
prélude [pʁelyd]
préluder [pʁelyde]
prématurément [pʁematyʁemâ]
prématuré [pʁematyʁe]
préméditation [pʁemeditasjô]
préméditer [pʁemedite]
prémices [pʁemis]
premièrement [pʁəmjɛʁmâ]
premier [pʁəmje]
prémisse [pʁemis]
prémolaire [pʁemɔlɛʁ]
prémonitoire [pʁemɔnitwaʁ]
prémunir [pʁemyniʁ]
prenant [pʁənâ]
prendre [pʁâdʁ]
preneur [pʁənœʁ]
prénom [pʁenô]
préoccupant [pʁeɔkypâ]
préoccupation [pʁeɔkypasjô]
préoccuper [pʁeɔkype]
préparateur [pʁepaʁatœʁ]
préparatif [pʁepaʁatif]
préparation [pʁepaʁasjô]
préparatoire [pʁepaʁatwaʁ]
préparer [pʁepaʁe]
pré [pʁe]
prépondérance [pʁepôdeʁâs]
prépondérant [pʁepôdeʁâ]
préposé [pʁepoze]
préposer [pʁepoze]
préposition [pʁepozisjô]
prépuce [pʁepys]
prérogative [pʁeʁɔɡativ]
présage [pʁezaʒ]
présager [pʁezaʒe]
presbytère [pʁɛsbitɛʁ]
presbytérien [pʁɛsbiteʁjê]
prescience [pʁesjâs]
préscolaire [pʁeskɔlɛʁ]
prescription [pʁɛskʁipsjô]
prescrire [pʁɛskʁiʁ]
préséance [pʁeseâs]
présence [pʁezâs]
présentateur [pʁezâtatœʁ]
présentation [pʁezâtasjô]
présentement [pʁezâtmâ]
présenter [pʁezâte]
présent [pʁezâ]
préservatif [pʁezɛʁvatif]
préservation [pʁezɛʁvasjô]
préserver [pʁezɛʁve]
présidence [pʁezidâs]
présidentiel [pʁezidâsjɛl]
président [pʁezidâ]
présider [pʁezide]
présidial [pʁezidjal]
présomptif [pʁezôptif]
présomption [pʁezôpsjô]
présomptueux [pʁezôptɥø]
près [pʁɛ]
presque [pʁɛskə]
pressant [pʁesâ]
pressentiment [pʁesâtimâ]
pressentir [pʁesâtiʁ]
presse [pʁɛs]
presser [pʁese]
pression [pʁesjô]
pressoir [pʁeswaʁ]
pressurer [pʁesyʁe]
prestance [pʁɛstâs]
prestataire [pʁɛstatɛʁ]
prestation [pʁɛstasjô]
prestement [pʁɛstəmâ]
prestige [pʁɛstiʒ]
prestigieux [pʁɛstiʒjø]
présumable [pʁezymabl]
présumer [pʁezyme]
présupposer [pʁesypoze]
présupposition [pʁesypozisjô]
prétendant [pʁetâdâ]
prétendre [pʁetâdʁ]
prétendument [pʁetâdymâ]
prétentieux [pʁetâsjø]
prétention [pʁetâsjô]
prétérit [pʁeteʁit]
prêter [pʁete]
préteur [pʁetœʁ]
prêteur [pʁɛtœʁ]
prétexte [pʁetɛkst]
prétexter [pʁetɛkste]
prétoire [pʁetwaʁ]
prêt [pʁɛ]
prêtre [pʁɛtʁ]
prêtrise [pʁɛtʁiz]
preuve [pʁœv]
preux [pʁø]
prévalence [pʁevalâs]
prévalent [pʁevalâ]
prévaloir [pʁevalwaʁ]
prévarication [pʁevaʁikasjô]
prévenance [pʁevənâs]
prévenant [pʁevənâ]
prévenir [pʁevəniʁ]
préventif [pʁevâtif]
prévention [pʁevâsjô]
prévenu [pʁevəny]
prévisible [pʁevizibl]
prévisionnel [pʁevizjɔnɛl]
prévision [pʁevizjô]
prévoir [pʁevwaʁ]
prévôté [pʁevote]
prévôt [pʁevo]
prévoyance [pʁevwajâs]
prévoyant [pʁevwajâ]
prévu [pʁevy]
priant [pʁijâ]
prière [pʁijɛʁ]
prier [pʁije]
prieuré [pʁijœʁe]
prieur [pʁijœʁ]
primaire [pʁimɛʁ]
primate [pʁimat]
primat [pʁima]
primauté [pʁimote]
prime [pʁim]
primer [pʁime]
primeur [pʁimœʁ]
primitif [pʁimitif]
primitivement [pʁimitivmâ]
primogéniture [pʁimɔʒenityʁ]
primo [pʁimo]
primordial [pʁimɔʁdjal]
prince [pʁês]
princeps [pʁêsɛps]
princier [pʁêsje]
principalement [pʁêsipalmâ]
principal [pʁêsipal]
principauté [pʁêsipote]
principe [pʁêsip]
printemps [pʁêtâ]
prion [pʁijô]
priori [pʁijɔʁi]
prioritairement [pʁijɔʁitɛʁmâ]
prioritaire [pʁijɔʁitɛʁ]
priorité [pʁijɔʁite]
priser [pʁize]
prismatique [pʁismatik]
prisme [pʁism]
prisonnier [pʁizɔnje]
prison [pʁizô]
privatif [pʁivatif]
privation [pʁivasjô]
privatisation [pʁivatizasjô]
privé [pʁive]
priver [pʁive]
privilège [pʁivilɛʒ]
privilégié [pʁivileʒje]
privilégier [pʁivileʒje]
prix [pʁi]
probabiliste [pʁɔbabilist]
probabilité [pʁɔbabilite]
probablement [pʁɔbabləmâ]
probable [pʁɔbabl]
probant [pʁɔbâ]
probation [pʁɔbasjô]
probité [pʁɔbite]
problématique [pʁɔblematik]
problème [pʁɔblɛm]
procédé [pʁɔsede]
procéder [pʁɔsede]
procédure [pʁɔsedyʁ]
procès [pʁɔsɛ]
procession [pʁɔsesjô]
processus [pʁɔsesys]
prochainement [pʁɔʃɛnmâ]
prochain [pʁɔʃê]
proche [pʁɔʃ]
proclamation [pʁɔklamasjô]
proclamer [pʁɔklame]
proconsul [pʁokôsyl]
procréation [pʁɔkʁeasjô]
procréer [pʁɔkʁee]
procuration [pʁɔkyʁasjô]
procure [pʁɔkyʁ]
procurer [pʁɔkyʁe]
procureur [pʁɔkyʁœʁ]
prodigalité [pʁɔdiɡalite]
prodige [pʁɔdiʒ]
prodigieusement [pʁɔdiʒjøzmâ]
prodigieux [pʁɔdiʒjø]
prodigue [pʁɔdiɡ]
prodiguer [pʁɔdiɡe]
producteur [pʁɔdyktœʁ]
productif [pʁɔdyktif]
production [pʁɔdyksjô]
productivité [pʁɔdyktivite]
produire [pʁɔdɥiʁ]
produit [pʁɔdɥi]
proéminent [pʁɔeminâ]
profanation [pʁɔfanasjô]
profane [pʁɔfan]
profaner [pʁɔfane]
proférer [pʁɔfeʁe]
professe [pʁɔfɛs]
professer [pʁɔfese]
professeur [pʁɔfesœʁ]
professionnalisation [pʁɔfesjɔnalizasjô]
professionnalisme [pʁɔfesjɔnalism]
professionnellement [pʁɔfesjɔnɛlmâ]
professionnel [pʁɔfesjɔnɛl]
profession [pʁɔfesjô]
professoral [pʁɔfesɔʁal]
professorat [pʁɔfesɔʁa]
profiler [pʁɔfile]
profil [pʁɔfil]
profitable [pʁɔfitabl]
profiter [pʁɔfite]
profiteur [pʁɔfitœʁ]
profit [pʁɔfi]
profondément [pʁɔfôdemâ]
profondeur [pʁɔfôdœʁ]
profond [pʁɔfô]
prof [pʁɔf]
profusion [pʁɔfyzjô]
progéniture [pʁɔʒenityʁ]
programmation [pʁɔɡʁamasjô]
programmatique [pʁɔɡʁamatik]
programme [pʁɔɡʁam]
programmer [pʁɔɡʁame]
progrès [pʁɔɡʁɛ]
progresser [pʁɔɡʁese]
progressif [pʁɔɡʁesif]
progression [pʁɔɡʁesjô]
progressiste [pʁɔɡʁesist]
progressivement [pʁɔɡʁesivmâ]
progressivité [pʁɔɡʁesivite]
prohiber [pʁɔibe]
prohibitif [pʁɔibitif]
prohibition [pʁɔibisjô]
proie [pʁwa]
projecteur [pʁɔʒɛktœʁ]
projectif [pʁɔʒɛktif]
projectile [pʁɔʒɛktil]
projection [pʁɔʒɛksjô]
projeter [pʁɔʒte]
projet [pʁɔʒɛ]
prolapsus [pʁolapsys,pʁɔlapsys]
prolétaire [pʁɔletɛʁ]
prolétariat [pʁɔletaʁja]
prolétarien [pʁɔletaʁjê]
prolétarisation [pʁɔletaʁizasjô]
prolifération [pʁɔlifeʁasjô]
prolifique [pʁɔlifik]
prolixe [pʁɔliks]
prolixité [pʁɔliksite]
prologue [pʁɔlɔɡ]
prolongation [pʁɔlôɡasjô]
prolongement [pʁɔlôʒmâ]
prolonger [pʁɔlôʒe]
promenade [pʁɔmnad]
promener [pʁɔmne]
promeneur [pʁɔmnœʁ]
promesse [pʁɔmɛs]
prometteur [pʁɔmetœʁ]
promettre [pʁɔmɛtʁ]
promiscuité [pʁɔmiskɥite]
promis [pʁɔmi]
promontoire [pʁɔmôtwaʁ]
promoteur [pʁɔmɔtœʁ]
promotion [pʁɔmɔsjô]
promouvoir [pʁɔmuvwaʁ]
promptement [pʁôptəmâ]
promptitude [pʁôptityd,pʁôtityd]
prompt [pʁôpt,pʁô]
promulgation [pʁɔmylɡasjô]
promulguer [pʁɔmylɡe]
prône [pʁon]
prôner [pʁone]
pronom [pʁɔnô]
prononcé [pʁɔnôse]
prononcer [pʁɔnôse]
prononciation [pʁɔnôsjasjô]
pronostic [pʁɔnɔstik]
propagande [pʁɔpaɡâd]
propagandiste [pʁɔpaɡâdist]
propagateur [pʁɔpaɡatœʁ]
propagation [pʁɔpaɡasjô]
propager [pʁɔpaʒe]
propension [pʁɔpâsjô]
prophète [pʁɔfɛt]
prophétie [pʁɔfesi]
prophétique [pʁɔfetik]
prophétisme [pʁɔfetism]
prophylactique [pʁɔfilaktik]
prophylaxie [pʁɔfilaksi]
propice [pʁɔpis]
pro [pʁo]
proportionnalité [pʁɔpɔʁsjɔnalite]
proportionnellement [pʁɔpɔʁsjɔnɛlmâ]
proportionnel [pʁɔpɔʁsjɔnɛl]
proportionner [pʁɔpɔʁsjɔne]
proportion [pʁɔpɔʁsjô]
proposer [pʁɔpoze]
proposition [pʁɔpozisjô]
propos [pʁɔpo]
proprement [pʁɔpʁəmâ]
propre [pʁɔpʁ]
propreté [pʁɔpʁəte]
propriétaire [pʁɔpʁijetɛʁ]
propriété [pʁɔpʁijete]
proprio [pʁɔpʁijo]
propulseur [pʁɔpylsœʁ]
propulsion [pʁɔpylsjô]
prorata [pʁɔʁata]
prorogation [pʁɔʁɔɡasjô]
proroger [pʁɔʁɔʒe]
prosaïque [pʁozaik]
prosateur [pʁozatœʁ]
proscription [pʁɔskʁipsjô]
proscrire [pʁɔskʁiʁ]
proscrit [pʁɔskʁi]
prosélyte [pʁozelit]
prosélytisme [pʁozelitism]
prose [pʁoz]
prosodie [pʁɔzɔdi]
prosodique [pʁɔzɔdik]
prospectif [pʁɔspɛktif]
prospection [pʁɔspɛksjô]
prospectus [pʁɔspɛktys]
prospère [pʁɔspɛʁ]
prospérer [pʁɔspeʁe]
prospérité [pʁɔspeʁite]
prostate [pʁɔstat]
prostatique [pʁɔstatik]
prosterner [pʁɔstɛʁne]
prostitué [pʁɔstitɥe]
prostituer [pʁɔstitɥe]
prostitution [pʁɔstitysjô]
prostration [pʁɔstʁasjô]
protagoniste [pʁɔtaɡɔnist]
protecteur [pʁɔtɛktœʁ]
protectionnisme [pʁɔtɛksjɔnism]
protectionniste [pʁɔtɛksjɔnist]
protection [pʁɔtɛksjô]
protectorat [pʁɔtɛktɔʁa]
protégé [pʁɔteʒe]
protéger [pʁɔteʒe]
protéine [pʁɔtein]
protéique [pʁɔteik]
protestantisme [pʁɔtɛstâtism]
protestant [pʁɔtɛstâ]
protestation [pʁɔtɛstasjô]
protester [pʁɔtɛste]
protêt [pʁɔtɛ]
prothèse [pʁɔtɛz]
protide [pʁɔtid]
protocole [pʁɔtɔkɔl]
proton [pʁɔtô]
protoplasme [pʁɔtɔplasm]
protoplasmique [pʁɔtɔplasmik]
prototype [pʁɔtɔtip]
protoxyde [pʁɔtɔksid]
protubérance [pʁɔtybeʁâs]
proue [pʁu]
prouesse [pʁuɛs]
prou [pʁu]
prouver [pʁuve]
provenance [pʁɔvənâs]
provençal [pʁɔvâsal]
provenir [pʁɔvəniʁ]
proverbe [pʁɔvɛʁb]
proverbial [pʁɔvɛʁbjal]
providence [pʁɔvidâs]
providentiel [pʁɔvidâsjɛl]
province [pʁɔvês]
provincial [pʁɔvêsjal]
proviseur [pʁɔvizœʁ]
provision [pʁɔvizjô]
provisoirement [pʁɔvizwaʁmâ]
provisoire [pʁɔvizwaʁ]
provocant [pʁɔvɔkâ]
provocateur [pʁɔvɔkatœʁ]
provocation [pʁɔvɔkasjô]
provoquer [pʁɔvɔke]
proximal [pʁɔksimal]
proximité [pʁɔksimite]
prudemment [pʁydamâ]
prudence [pʁydâs]
prudent [pʁydâ]
prunelle [pʁynɛl]
prune [pʁyn]
prurit [pʁyʁit]
prussien [pʁysjê]
psaume [psom]
pseudonyme [psødɔnim]
psoriasis [psɔʁjazis]
psychanalyse [psikanaliz]
psychanalyser [psikanalize]
psychanalyste [psikanalist]
psychanalytique [psikanalitik]
psyché [psiʃe]
psychiatre [psikjatʁ]
psychiatrie [psikjatʁi]
psychiatrique [psikjatʁik]
psychique [psiʃik]
psychisme [psiʃism]
psychologie [psikɔlɔʒi]
psychologiquement [psikɔlɔʒikmâ]
psychologique [psikɔlɔʒik]
psychologisme [psikɔlɔʒism]
psychologue [psikɔlɔɡ]
psychopathologie [psikopatɔlɔʒi]
psycho [psiko]
psychose [psikoz]
psychosomatique [psikosɔmatik]
psychothérapie [psikoteʁapi]
psychotique [psikɔtik]
puanteur [pɥâtœʁ]
puberté [pybɛʁte]
pubien [pybjê]
pubis [pybis]
publication [pyblikasjô]
publiciste [pyblisist]
publicitaire [pyblisitɛʁ]
publicité [pyblisite]
public [pyblik]
publier [pyblije]
publiquement [pyblikmâ]
pub [pyb/pœb]
puce [pys]
puceron [pysʁô]
pudeur [pydœʁ]
pudiquement [pydikmâ]
pudique [pydik]
puérilité [pɥeʁilite]
puéril [pɥeʁil]
puer [pɥe]
puerpéral [pɥɛʁpeʁal]
pugnace [pygnas]
pugnacité [pygnasite]
puiser [pɥize]
puis [pɥi]
puisque [pɥiskə]
puissamment [pɥisamâ]
puissance [pɥisâs]
puissant [pɥisâ]
puits [pɥi]
pull [pyl/pul]
pulluler [pylyle]
pulmonaire [pylmɔnɛʁ]
pulpaire [pylpɛʁ]
pulpe [pylp]
pulsation [pylsasjô]
pulser [pylse]
pulsionnel [pylsjɔnɛl]
pulsion [pylsjô]
pulvérisation [pylveʁizasjô]
pulvériser [pylveʁize]
punch [pôʃ/pœnʃ]
punique [pynik]
punir [pyniʁ]
punissable [pynisabl]
punition [pynisjô]
pupillaire [pypilɛʁ]
pupille [pypij]
pupitre [pypitʁ]
purée [pyʁe]
purement [pyʁmâ]
pureté [pyʁte]
purgatif [pyʁɡatif]
purgatoire [pyʁɡatwaʁ]
purge [pyʁʒ]
purger [pyʁʒe]
purification [pyʁifikasjô]
purifier [pyʁifje]
puritain [pyʁitê]
puritanisme [pyʁitanism]
pur [pyʁ]
purulent [pyʁylâ]
pusillanime [pyzilanim]
pusillanimité [pyzilanimite]
pus [py]
pustule [pystyl]
putain [pytê]
putréfaction [pytʁefaksjô]
putride [pytʁid]
putsch [putʃ]
puzzle [pœzœl,pœzl]
pylore [pilɔʁ]
pyramidal [piʁamidal]
pyramide [piʁamid]
pyramider [piʁamide]
pyrite [piʁit]
quadrangulaire [kadʁâɡylɛʁ,kwadʁâɡylɛʁ]
quadrant [kadʁâ,kwadʁẫ]
quadratique [kadʁatik,kwadʁatik]
quadrature [kadʁatyʁ,kwadʁatyʁ]
quadrilatère [kadʁilatɛʁ,kwadʁilatɛʁ]
quadrillage [kadʁijaʒ]
quadrupède [kadʁypɛd,kwadʁypɛd]
quadruple [kadʁypl,kwadʁypl]
quai [kɛ]
quaker [kwɛkœʁ]
qualifiant [kalifjâ]
qualificatif [kalifikatif]
qualification [kalifikasjô]
qualifié [kalifje]
qualifier [kalifje]
qualitatif [kalitatif]
qualitativement [kalitativmâ]
qualité [kalite]
quand [kâ]
quantification [kâtifikasjô]
quantifier [kâtifje]
quantique [kâtik,kwâtik]
quantitatif [kâtitatif]
quantitativement [kâtitativmâ]
quantité [kâtite]
quant [kâ]
quantum [kâtɔm,kwâtɔm]
quarantaine [kaʁâtɛn]
quarante [kaʁât]
quarantième [kaʁâtjɛm]
quarrer [kaʁe]
quartier [kaʁtje]
quart [kaʁ]
quarto [kwaʁto]
quartzeux [kwaʁtsø]
quartzite [kwaʁtsit]
quartz [kwaʁts]
quasi [kazi]
quasiment [kazimâ]
quaternaire [kwatɛʁnɛʁ]
quatorze [katɔʁz]
quatorzième [katɔʁzjɛm]
quatrain [katʁê]
quatre [katʁ]
quatrième [katʁijɛm]
quatuor [kwatɥoʁ]
québécois [kebekwa]
que [kə]
quelconque [kɛlkôk]
quelquefois [kɛlkəfwa]
quelque [kɛlkə]
quenouille [kənuj]
querelle [kəʁɛl]
quereller [kəʁele]
quérir [keʁiʁ]
questeur [kɛstœʁ,kɥɛstœʁ]
question [kɛstjô]
questionnaire [kɛstjɔnɛʁ]
questionnement [kɛstjɔnmâ]
questionner [kɛstjɔne]
quête [kɛt]
quêter [kete]
queue [kø]
quiconque [kikôk]
quidam [kidam,kɥidam]
quiddité [kidite,kɥidite]
quid [kwid]
quiétisme [kjetism]
quiétude [kjetyd]
qui [ki]
quille [kij]
quincaillerie [kêkajʁi]
quinine [kinin]
quinquennal [kêkenal]
quinquina [kêkina]
quintal [kêtal]
quintessence [kêtesâs]
quint [kê]
quinzaine [kêzɛn]
quinze [kêz]
quinzième [kêzjɛm]
quittance [kitâs]
quittancer [kitâse]
quitte [kit]
quitter [kite]
qu [k]
quoi [kwa]
quoique [kwakə]
quo [kwo]
quolibet [kɔlibɛ]
quorum [kɔʁɔm,kwɔʁɔm]
quota [kɔta,kwɔta]
quotidien [kɔtidjê]
quotidiennement [kɔtidjɛnmâ]
quotidienneté [kɔtidjɛnte]
quotient [kɔsjâ]
quotité [kɔtite]
ra [ʁa]
rabais [ʁabɛ]
rabaisser [ʁabese]
rabat [ʁaba]
rabattre [ʁabatʁ]
rabbin [ʁabê]
rabbinique [ʁabinik]
raccommoder [ʁakɔmɔde]
raccord [ʁakɔʁ]
raccordement [ʁakɔʁdəmâ]
raccorder [ʁakɔʁde]
raccourci [ʁakuʁsi]
raccourcir [ʁakuʁsiʁ]
raccourcissement [ʁakuʁsismâ]
raccrocher [ʁakʁɔʃe]
race [ʁas]
rachat [ʁaʃa]
racheter [ʁaʃte]
rachidien [ʁaʃidjê]
rachis [ʁaʃis]
rachitisme [ʁaʃitism]
racial [ʁasjal]
racine [ʁasin]
raciner [ʁasine]
racisme [ʁasism]
raciste [ʁasist]
raconter [ʁakôte]
rad [ʁad]
radar [ʁadaʁ]
rade [ʁad]
radeau [ʁado]
rader [ʁade]
radial [ʁadjal]
radiation [ʁadjasjô]
radical [ʁadikal]
radicalement [ʁadikalmâ]
radicalisation [ʁadikalizasjô]
radicalisme [ʁadikalism]
radicalité [ʁadikalite]
radiculaire [ʁadikylɛʁ]
radieux [ʁadjø]
radioactif [ʁadjoaktif]
radioactivité [ʁadjoaktivite]
radio [ʁadjo]
radiodiffusion [ʁadjodifyzjô]
radiographie [ʁadjɔɡʁafi]
radiographique [ʁadjɔɡʁafik]
radiologie [ʁadjɔlɔʒi]
radiologique [ʁadjɔlɔʒik]
radiophonique [ʁadjɔfɔnik]
radiothérapie [ʁadjoteʁapi]
